  -1.6719635636104350e-02	   2.0005398511448247e+00	
   9.8771744141206934e+00	   1.8031909253184111e+00	
   1.9645892051170360e+01	   1.9053598261608160e+00	
   2.9793464989681393e+01	   1.7010455683716361e+00	
   3.9941624880546563e+01	   1.6012143084721369e+00	
   5.0092602142711527e+01	   2.0029014384431170e+00	
   5.9987017927894222e+01	   1.8984262885186438e+00	
   7.0136860415507883e+01	   2.0981129559029017e+00	
   8.0033050101138571e+01	   2.3094086440450270e+00	
   9.0307521179262181e+01	   2.1120600200634296e+00	
   1.0007451708940640e+02	   1.9077454604294313e+00	
   1.0996890678781782e+02	   1.7986266217098619e+00	
   1.2011766667442275e+02	   1.8056002040975949e+00	
   1.3001208245960544e+02	   1.7011250541731220e+00	
   1.4016081625943906e+02	   1.7034549477657563e+00	
   1.4992589453588377e+02	   3.1031697019357578e+00	
   1.5987625814869503e+02	   2.7057420199442008e+00	
   1.7039319163460107e+02	   2.5008226434036374e+00	
   1.7977917152747125e+02	   2.3000423237709398e+00	
   1.8995734686819617e+02	   2.1903416181248998e+00	
   1.9990886169995537e+02	   1.9978416548204476e+00	
   2.0940916026761727e+02	   2.0144090053139667e+00	
   2.2012233170717730e+02	   1.6010300780032090e+00	
   2.3019195609632450e+02	   2.3006902726229064e+00	
   2.4012473542338898e+02	   3.4487838436429850e+00	
   2.5007617678687654e+02	   4.6014118370078343e+00	
   2.5991401250992624e+02	   4.3054129361811118e+00	
   2.7008885047854955e+02	   3.6016288440381183e+00	
   2.8004201655364818e+02	   3.7030656085474893e+00	
   2.8984977866300761e+02	   3.0019398669878630e+00	
   3.0014166799786477e+02	   3.0019480297334011e+00	
   3.0986640603591599e+02	   2.7059490392061774e+00	
   3.2015826048535047e+02	   2.6997472710824084e+00	
   3.3008065117111153e+02	   2.4001887042348007e+00	
   3.3991963811310910e+02	   2.3091175220951801e+00	
   3.5009731342944252e+02	   2.1104078073224195e+00	
   3.6005044461911859e+02	   2.2056346409624865e+00	
   3.7034288049226404e+02	   2.3029317206604860e+00	
   3.8015281773441507e+02	   3.7019001275962959e+00	
   3.9010597218103953e+02	   3.8012669151492311e+00	
   4.0017115449303407e+02	   3.7101959124106112e+00	
   4.1023569723894644e+02	   3.5052761770680458e+00	
   4.2029918179370452e+02	   3.1119885386898596e+00	
   4.3013752916962000e+02	   2.9070686239462935e+00	
   4.4042881382381762e+02	   2.7994379849571907e+00	
   4.5038088682233951e+02	   2.7062969155616363e+00	
   4.6005842628012101e+02	   2.4998895297017238e+00	
   4.6967122948059591e+02	   2.4108881451175388e+00	
   4.7984884665455837e+02	   2.2018285455626034e+00	
   4.9002878952336488e+02	   2.4067643372947436e+00	
   5.0009727432203834e+02	   2.9035667901837727e+00	
   5.1038968693823540e+02	   2.9967239159689045e+00	
   5.2045543904546685e+02	   3.0070817840956163e+00	
   5.3029318174072273e+02	   2.6945230676174114e+00	
   5.4012880805367035e+02	   2.0052285450679648e+00	
   5.5025477301788806e+02	   2.4069785706516931e+00	
   5.5998003433727933e+02	   2.2041285431640629e+00	
   5.7027192367213638e+02	   2.2041367059096011e+00	
   5.8019828902317431e+02	   3.5037523431225086e+00	
   5.9003648376514172e+02	   6.2082574043814738e+00	
   5.9996621509024851e+02	   4.3996747923154960e+00	
   6.1036059333494006e+02	   6.5064430879022996e+00	
   6.2019612662009388e+02	   5.8005887497013715e+00	
   6.2979613198974960e+02	   4.8033922070590371e+00	
   6.4008739338699877e+02	   4.6916216141570661e+00	
   6.5002264403912261e+02	   4.1001745949071360e+00	
   6.6007197726479887e+02	   3.4963319300610141e+00	
   6.6991259219318772e+02	   3.6950575218223460e+00	
   6.7997665817165682e+02	   3.4052687312659304e+00	
   6.9037988929190476e+02	   3.0927104632902256e+00	
   7.0030500936037379e+02	   2.5985402897217513e+00	
   7.1037243596789324e+02	   2.9069748395751613e+00	
   7.2009596464462538e+02	   2.3956982455786582e+00	
   7.3038902845537893e+02	   2.6047740809241695e+00	
   7.3966134086801378e+02	   2.3025648007256372e+00	
   7.5063180468438725e+02	   2.3005035247177439e+00	
   7.6035881027491178e+02	   2.4081500406954182e+00	
   7.6969547894254436e+02	   2.0030161535883551e+00	
   7.7987485201611423e+02	   2.1065230744551631e+00	
   7.9062081821972697e+02	   2.4066782546858327e+00	
   8.0010080598807326e+02	   5.7070818675019828e+00	
   8.0993521131122759e+02	   4.8004397645268231e+00	
   8.2011682868032210e+02	   5.3034522379856561e+00	
   8.3014932101338104e+02	   4.2007306401411242e+00	
   8.4021388701624164e+02	   3.9999508587114287e+00	
   8.4980493243307421e+02	   3.4022719225774907e+00	
   8.5986897515459509e+02	   3.1083431781082043e+00	
   8.7038643192184111e+02	   2.9965727646072322e+00	
   8.8000033982736704e+02	   3.1042191908844083e+00	
   8.9026468735709932e+02	   2.5045154441854680e+00	
   9.0021730689390961e+02	   2.5086632917423755e+00	
   9.1016817053111242e+02	   2.2002446188775413e+00	
   9.2057257612725687e+02	   2.0967540235018092e+00	
   9.3029957008930705e+02	   2.2023305625230498e+00	
   9.4010218311731296e+02	   1.8986259153811069e+00	
   9.5028096313869764e+02	   1.8965640114697084e+00	
   9.6000798035769617e+02	   2.0062805044038217e+00	
   9.6995998358537281e+02	   1.9007195732696514e+00	
   9.8021728616153825e+02	   5.5032366967825306e+00	
   9.8970649160437972e+02	   6.9185390905050044e+00	
   1.0004490157796231e+03	   6.6059810916308006e+00	
